Province;Municipality_code;Municipality_name;Total
Tarragona;43110;POBLA DE MASSALUCA, LA;14
Tarragona;43111;POBLA DE MONTORNES, LA;186
Tarragona;43112;POBOLEDA;13
Tarragona;43113;PONT D'ARMENTERA, EL;20
Tarragona;43141;PONTILS;4
Tarragona;43114;PORRERA;11
Tarragona;43115;PRADELL DE LA TEIXETA;10
Tarragona;43116;PRADES;18
Tarragona;43117;PRAT DE COMTE;3
Tarragona;43118;PRATDIP;36
Tarragona;43119;PUIGPELAT;67
Tarragona;43120;QUEROL;49
Tarragona;43121;RASQUERA;25
Tarragona;43122;RENAU;2
Tarragona;43123;REUS;6991
Tarragona;43124;RIBA, LA;27
Tarragona;43125;RIBA-ROJA D'EBRE;48
Tarragona;43126;RIERA DE GAIA, LA;76
Tarragona;43127;RIUDECANYES;54
Tarragona;43128;RIUDECOLS;46
Tarragona;43129;RIUDOMS;324
Tarragona;43130;ROCAFORT DE QUERALT;7
Tarragona;43131;RODA DE BARA;398
Tarragona;43132;RODONYA;29
Tarragona;43133;ROQUETES;380
Tarragona;43134;ROURELL, EL;24
Tarragona;43135;SALOMO;18
Tarragona;43905;SALOU;1676
Tarragona;43138;SANTA BARBARA;173
Tarragona;43139;SANTA COLOMA DE QUERALT;107
Tarragona;43140;SANTA OLIVA;297
Tarragona;43136;SANT CARLES DE LA RAPITA;759
Tarragona;43137;SANT JAUME DELS DOMENYS;177
Tarragona;43902;SANT JAUME D'ENVEJA;176
Tarragona;43142;SARRAL;48
Tarragona;43143;SAVALLA DEL COMTAT;4
Tarragona;43144;SECUITA, LA;75
Tarragona;43145;SELVA DEL CAMP, LA;247
Tarragona;43146;SENAN;1
Tarragona;43044;SENIA, LA;345
Tarragona;43147;SOLIVELLA;16
Tarragona;43148;TARRAGONA;7878
Tarragona;43149;TIVENYS;35
Tarragona;43150;TIVISSA;65
Tarragona;43151;TORRE DE FONTAUBELLA, LA;6
Tarragona;43152;TORRE DE L'ESPANYOL, LA;24
Tarragona;43153;TORREDEMBARRA;1066
Tarragona;43154;TORROJA DEL PRIORAT;6
Tarragona;43155;TORTOSA;1904
Tarragona;43156;ULLDECONA;361
Tarragona;43157;ULLDEMOLINS;12
Tarragona;43158;VALLCLARA;5
Tarragona;43159;VALLFOGONA DE RIUCORB;1
Tarragona;43160;VALLMOLL;91
Tarragona;43161;VALLS;1528
Tarragona;43162;VANDELLOS I L'HOSPITALET DE L'INFANT;367
Tarragona;43163;VENDRELL, EL;2991
Tarragona;43164;VESPELLA DE GAIA;28
Tarragona;43165;VILABELLA;32
Tarragona;43175;VILALBA DELS ARCS;22
Tarragona;43166;VILALLONGA DEL CAMP;105
Tarragona;43168;VILANOVA DE PRADES;3
Tarragona;43167;VILANOVA D'ESCORNALBOU;33
Tarragona;43169;VILAPLANA;15
Tarragona;43170;VILA-RODONA;68
Tarragona;43171;VILA-SECA;1289
Tarragona;43172;VILAVERD;28
Tarragona;43173;VILELLA ALTA, LA;2
Tarragona;43174;VILELLA BAIXA, LA;10
Tarragona;43176;VIMBODi I POBLET;28
Tarragona;43177;VINEBRE;22
Tarragona;43178;VINYOLS I ELS ARCS;92
Tarragona;43052;XERTA;64
